freq,indic_sb,nace_r2,currency,geo\TIME_PERIOD	2008 	2009 	2010 	2011 	2012 	2013 	2014 
A,V12110,KIS_MKT_OTH,MIO_EUR,RO	9758 p	8048 p	8109 	8634 	8955 	8556 	9119 
A,V12110,KIS_MKT_OTH,MIO_EUR,SE	: @C	: @C	: @C	: @C	: @C	: @C	53804 
A,V12110,KIS_MKT_OTH,MIO_EUR,SI	4414 	3995 	4305 	4338 	: @C	4279 	4577 
A,V12110,KIS_MKT_OTH,MIO_EUR,SK	4038 	: @C	5373 b	: @C	5821 	6198 	7393 
A,V12110,KIS_MKT_OTH,MIO_EUR,TR	: 	23833 	: 	: 	: 	: 	: 
A,V12110,KIS_MKT_OTH,MIO_EUR,UK	314437 	266911 	283555 	293942 	329900 	341667 	383320 
A,V12110,LKIS_MKT,MIO_EUR,AT	299246 	273842 	292024 	320583 	325794 	325178 	328038 
A,V12110,LKIS_MKT,MIO_EUR,BE	434144 	400408 	: @C	: @C	502902 	499555 	509966 
A,V12110,LKIS_MKT,MIO_EUR,BG	53382 	46187 	48471 	53368 	56706 	58297 	60139 
A,V12110,LKIS_MKT,MIO_EUR,CH	: 	700862 	: @C	1217618 	: @C	: @C	1445319 
A,V12110,LKIS_MKT,MIO_EUR,CY	16912 	15565 	16303 	16696 	16104 	15043 	15162 
A,V12110,LKIS_MKT,MIO_EUR,CZ	175941 p	149224 	: 	178715 	177147 	174146 	170215 
A,V12110,LKIS_MKT,MIO_EUR,DE	1925697 	2014535 	2113876 	2313537 	2363060 	2346358 	2451879 
A,V12110,LKIS_MKT,MIO_EUR,DK	209430 	187419 	217492 	208023 	210745 	214031 	214946 
A,V12110,LKIS_MKT,MIO_EUR,EE	24431 	18260 	20629 	25187 	27443 	28968 	29006 
A,V12110,LKIS_MKT,MIO_EUR,EL	198344 	188191 	174496 	161246 	141936 	136054 	142866 
A,V12110,LKIS_MKT,MIO_EUR,ES	966267 	856734 	874644 	873785 	842702 	828611 	874066 
A,V12110,LKIS_MKT,MIO_EUR,EU27_2007	11593992 e	10504310 e	: @C	: @C	: 	: 	: 
A,V12110,LKIS_MKT,MIO_EUR,EU28	: 	: 	: 	: @C	12391402 e	12423278 e	12625559 p
A,V12110,LKIS_MKT,MIO_EUR,FI	: 	: 	: 	: @C	: 	160206 b	: 
A,V12110,LKIS_MKT,MIO_EUR,FR	1756851 	1615815 	1700702 	1815330 	1845235 	1865372 	1821105 
A,V12110,LKIS_MKT,MIO_EUR,HR	: @C	: @C	: @C	36948 	36038 	36481 	36916 
A,V12110,LKIS_MKT,MIO_EUR,HU	128021 	97179 	99596 	106164 	104355 	104616 	107779 
A,V12110,LKIS_MKT,MIO_EUR,IE	144226 	123446 	123678 	126838 	128531 	: 	: 
A,V12110,LKIS_MKT,MIO_EUR,IT	1278206 	1143637 	1241944 	1264023 	1268680 	1255031 	1268490 
A,V12110,LKIS_MKT,MIO_EUR,LT	35723 	25349 	27635 	33218 	37337 	40134 	41358 
A,V12110,LKIS_MKT,MIO_EUR,LU	: @C	: @C	: @C	: @C	: @C	: b	: @C
A,V12110,LKIS_MKT,MIO_EUR,LV	29490 	20363 	23365 	27321 	31426 	33034 	32747 
A,V12110,LKIS_MKT,MIO_EUR,MT	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V12110,LKIS_MKT,MIO_EUR,NL	667070 	616174 	667197 	733979 	742717 	729765 	: @C
A,V12110,LKIS_MKT,MIO_EUR,NO	205474 	188556 	213458 	231025 	251419 	248101 	241351 
A,V12110,LKIS_MKT,MIO_EUR,PL	396430 	317196 	362203 	381926 	388916 	396705 	411248 
A,V12110,LKIS_MKT,MIO_EUR,PT	179027 	165215 	169750 	163330 	152263 	148801 b	153029 
A,V12110,LKIS_MKT,MIO_EUR,RO	124439 p	96155 p	100689 	111757 	113315 	113410 	120369 
A,V12110,LKIS_MKT,MIO_EUR,SE	310881 	266479 	310216 	349190 	372481 	376143 	373537 
A,V12110,LKIS_MKT,MIO_EUR,SI	39068 	33152 	34324 	35841 	: @C	35692 	36814 
A,V12110,LKIS_MKT,MIO_EUR,SK	51609 	39695 	59701 b	62514 	63998 	62811 	62392 
A,V12110,LKIS_MKT,MIO_EUR,TR	: 	408629 	: 	: 	: 	: 	: 
A,V12110,LKIS_MKT,MIO_EUR,UK	1944787 	1623538 	1784007 	1939816 	2125929 	2194186 	2323795 
A,V12120,C,MIO_EUR,AT	153939 	133731 	144998 	163719 	166931 	166674 	167256 
A,V12120,C,MIO_EUR,BE	251239 	198556 	227665 	256267 	254097 	253620 	245053 
A,V12120,C,MIO_EUR,BG	24511 	19025 	21211 	24576 	25507 	26115 	26783 
A,V12120,C,MIO_EUR,CH	: 	196166 	218606 b	252280 	260553 	265147 	269519 
A,V12120,C,MIO_EUR,CY	3669 	3322 	3409 	3256 	2953 	2542 	2519 
A,V12120,C,MIO_EUR,CZ	137599 p	107959 	126154 	140711 	139632 	136545 	142705 
A,V12120,C,MIO_EUR,DE	1687997 	1378217 	1570397 	1759678 	1755199 	1748344 	1787370 
A,V12120,C,MIO_EUR,DK	89698 	76292 	79847 	89614 	95178 	94536 	95895 
A,V12120,C,MIO_EUR,EE	7827 	5702 	7406 	9527 	9766 	10360 	10929 
A,V12120,C,MIO_EUR,EL	59435 	50150 	53449 	51534 	52605 	51014 	51450 
A,V12120,C,MIO_EUR,ES	512471 	394143 	424711 	445961 	431644 	421277 	431706 
A,V12120,C,MIO_EUR,EU27_2007	6540000 e	5240000 e	: @C	: @C	: 	: 	: 
A,V12120,C,MIO_EUR,EU27_2020	: 	: 	: 	: @C	: 	: 	: 
A,V12120,C,MIO_EUR,EU28	: 	: 	: 	: @C	6440000 e	6300000 e	6412576 p
A,V12120,C,MIO_EUR,FI	125890 	93512 	102458 	111940 	109558 	105718 b	102621 
A,V12120,C,MIO_EUR,FR	816704 	678510 	726439 	778095 	765885 	743808 	785458 
A,V12120,C,MIO_EUR,HR	21852 	16749 	15655 	15478 	14883 	14472 	14873 
A,V12120,C,MIO_EUR,HU	86766 	65408 	76626 	85163 	82299 	82354 	86892 
A,V12120,C,MIO_EUR,IE	99637 	93747 	91794 	96939 	95816 	94354 p	: 
A,V12120,C,MIO_EUR,IT	948298 	742725 	840001 	893188 	868846 	853491 	849097 
A,V12120,C,MIO_EUR,LT	16584 	11425 	14101 	18022 	18743 	19099 	18380 
A,V12120,C,MIO_EUR,LU	10872 	7924 	9778 	10304 	9092 	8775 	9128 
A,V12120,C,MIO_EUR,LV	6724 	4777 	5715 	6778 	7688 	7481 	7333 
A,V12120,C,MIO_EUR,MT	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V12120,C,MIO_EUR,NL	278734 	223403 	246087 	277219 	283180 	273813 	294155 
A,V12120,C,MIO_EUR,NO	84736 	69170 	76249 	82142 	87257 	87202 	87213 
A,V12120,C,MIO_EUR,PL	229064 	178536 	212660 	238603 	244432 	245039 	255245 
A,V12120,C,MIO_EUR,PT	79268 	65944 	72642 	77120 	75549 	75262 b	76429 
A,V12120,C,MIO_EUR,RO	60550 	45142 p	52460 	60674 	60232 	62208 	65635 
A,V12120,C,MIO_EUR,SE	184039 	138352 	175377 	197141 	192534 	185790 	181821 
A,V12120,C,MIO_EUR,SI	23434 	18550 	20808 	22059 	21603 	21418 	22438 
A,V12120,C,MIO_EUR,SK	50973 	40328 	50905 b	57489 	61004 	61849 	63660 
A,V12120,C,MIO_EUR,TR	: 	194342 	: 	: 	: 	: 	: 
A,V12120,C,MIO_EUR,UK	588269 	462846 	527821 	551890 	593096 	575745 	599303 
A,V12120,C_HTC,MIO_EUR,AT	7570 	7224 	7356 	7974 	7805 	8432 	8818 
A,V12120,C_HTC,MIO_EUR,BE	: @C	13418 	: @C	: @C	14694 	18394 	18553 
A,V12120,C_HTC,MIO_EUR,BG	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V12120,C_HTC,MIO_EUR,CH	: 	72640 	85459 b	98414 	108484 	108729 	110403 
A,V12120,C_HTC,MIO_EUR,CY	187 	177 	: @C	: @C	: @C	: @C	: @C
A,V12120,C_HTC,MIO_EUR,CZ	12223 p	10051 	11650 	11275 	12537 	11284 	11695 
A,V12120,C_HTC,MIO_EUR,DE	113566 	89678 	98505 	105693 	103695 	108348 	110528 
A,V12120,C_HTC,MIO_EUR,DK	10288 	10082 	11344 	12401 	13734 	13789 	15787 
A,V12120,C_HTC,MIO_EUR,EE	440 	408 	935 	1682 	1770 	1794 	1836 
A,V12120,C_HTC,MIO_EUR,EL	1689 	1663 	: @C	1247 	1316 	1849 	1378 
A,V12120,C_HTC,MIO_EUR,ES	21235 	18145 	18405 	16666 	16365 	16252 	16234 
A,V12120,C_HTC,MIO_EUR,EU27_2007	485479 	430000 e	: @C	: @C	: 	: 	: 
A,V12120,C_HTC,MIO_EUR,EU27_2020	: 	: 	: 	: @C	: 	: 	: 
A,V12120,C_HTC,MIO_EUR,EU28	: 	: 	: 	: @C	448566 e	450523 e	470349 p
A,V12120,C_HTC,MIO_EUR,FI	: @C	: @C	16655 	15750 	13877 	: b	11002 
A,V12120,C_HTC,MIO_EUR,FR	61281 	55474 	58242 	55894 	56420 	59430 	60668 
A,V12120,C_HTC,MIO_EUR,HR	: @C	: @C	: @C	800 	792 	1021 	1051 
A,V12120,C_HTC,MIO_EUR,HU	18418 	14964 	18024 	17775 	14552 	12495 	12036 
A,V12120,C_HTC,MIO_EUR,IE	46911 	52015 	46541 	48095 	43218 	38903 p	: 
A,V12120,C_HTC,MIO_EUR,IT	49100 	43010 	47862 	46550 	44856 	45188 	42884 
A,V12120,C_HTC,MIO_EUR,LT	273 	227 	310 	298 	284 	305 	358 
A,V12120,C_HTC,MIO_EUR,LU	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V12120,C_HTC,MIO_EUR,LV	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V12120,C_HTC,MIO_EUR,MT	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V12120,C_HTC,MIO_EUR,NL	: @C	12808 	14779 	14812 	15308 	13436 	33772 
A,V12120,C_HTC,MIO_EUR,NO	: @C	: @C	: @C	: @C	: @C	3829 	: @C
A,V12120,C_HTC,MIO_EUR,PL	10613 	9387 	13166 	11428 	11092 	10889 	11700 
A,V12120,C_HTC,MIO_EUR,PT	3316 	2728 	2604 	2734 	2501 	2362 b	2338 
A,V12120,C_HTC,MIO_EUR,RO	2058 	2451 p	3399 	3160 	2263 	2176 	2388 
A,V12120,C_HTC,MIO_EUR,SE	: @C	: @C	: @C	: @C	22864 	22693 	: @C
A,V12120,C_HTC,MIO_EUR,SI	1954 	1760 	1910 	2064 	2168 	2269 	2331 
A,V12120,C_HTC,MIO_EUR,SK	6029 	: @C	6940 b	6147 	6188 	5734 	5971 
A,V12120,C_HTC,MIO_EUR,TR	: 	6759 	: 	: 	: 	: 	: 
A,V12120,C_HTC,MIO_EUR,UK	43274 	36319 	42866 	40784 	39540 	37797 	37599 
A,V12120,C_HTC_M,MIO_EUR,AT	53170 	43032 	51848 	58389 	60231 	60725 	61187 
A,V12120,C_HTC_M,MIO_EUR,BE	: @C	: @C	63189 	71639 	69054 	69201 	66603 
A,V12120,C_HTC_M,MIO_EUR,BG	3809 	2667 	3260 	3955 	4185 	4387 	4835 
A,V12120,C_HTC_M,MIO_EUR,CH	: 	49851 	: @C	: @C	59995 	62802 	63002 
A,V12120,C_HTC_M,MIO_EUR,CY	210 	197 	: @C	: @C	: @C	: @C	: @C
A,V12120,C_HTC_M,MIO_EUR,CZ	51683 p	42235 	51641 	59899 	59238 	59648 	64804 
A,V12120,C_HTC_M,MIO_EUR,DE	769764 	620312 	725387 	818885 	820132 	815920 	855125 
A,V12120,C_HTC_M,MIO_EUR,DK	27545 	23368 	22012 	24874 	26334 	24703 	25119 
A,V12120,C_HTC_M,MIO_EUR,EE	1468 	935 	1201 	1633 	1678 	1729 	1729 
A,V12120,C_HTC_M,MIO_EUR,EL	6966 	5600 	: @C	4815 	4552 	4469 	5111 
A,V12120,C_HTC_M,MIO_EUR,ES	150123 	115620 	125740 	131445 	125867 	125636 	133597 
A,V12120,C_HTC_M,MIO_EUR,EU27_2007	: @C	1742670 e	: @C	: @C	: 	: 	: 
A,V12120,C_HTC_M,MIO_EUR,EU27_2020	: 	: 	: 	: @C	: 	: 	: 
A,V12120,C_HTC_M,MIO_EUR,EU28	: 	: 	: 	: @C	2245614 e	2239982 e	2283613 p
A,V12120,C_HTC_M,MIO_EUR,FI	31530 	23971 	24074 	: @C	: @C	: b	: @C
A,V12120,C_HTC_M,MIO_EUR,FR	266235 	211549 	226972 	244843 	241468 	235918 	261175 
A,V12120,C_HTC_M,MIO_EUR,HR	4350 	3404 	3464 	: @C	2965 	2595 	2725 
A,V12120,C_HTC_M,MIO_EUR,HU	29583 	21160 	25728 	30549 	30860 	33504 	37988 
A,V12120,C_HTC_M,MIO_EUR,IE	11884 	6053 	: @C	: @C	: @C	: @C	: 
A,V12120,C_HTC_M,MIO_EUR,IT	286142 	218294 	250270 	269995 	264273 	263821 	271719 
A,V12120,C_HTC_M,MIO_EUR,LT	2866 	1675 	2269 	3052 	3042 	2886 	2944 
A,V12120,C_HTC_M,MIO_EUR,LU	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V12120,C_HTC_M,MIO_EUR,LV	711 	422 	559 	: @C	: @C	817 	803 
A,V12120,C_HTC_M,MIO_EUR,MT	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V12120,C_HTC_M,MIO_EUR,NL	: @C	67677 	78357 	90815 	92457 	88837 	90269 
A,V12120,C_HTC_M,MIO_EUR,NO	29933 	24810 	25014 	26672 	30044 	31851 	: @C
A,V12120,C_HTC_M,MIO_EUR,PL	60277 	48221 	56502 	63080 	62948 	63960 	66850 
A,V12120,C_HTC_M,MIO_EUR,PT	15964 	13070 	15481 	16905 	16003 	15698 b	16172 
A,V12120,C_HTC_M,MIO_EUR,RO	15672 	12957 p	15341 	18584 	18487 	20601 	21709 
A,V12120,C_HTC_M,MIO_EUR,SE	68343 	45724 	56824 	67988 	65100 	63952 	61119 
A,V12120,C_HTC_M,MIO_EUR,SI	8026 	: @C	: @C	: @C	7642 	7210 	: @C
A,V12120,C_HTC_M,MIO_EUR,SK	20442 	15237 	20239 b	24696 	28088 	29419 	29851 
A,V12120,C_HTC_M,MIO_EUR,TR	: 	46894 	: 	: 	: 	: 	: 
A,V12120,C_HTC_M,MIO_EUR,UK	191431 	142676 	166694 	182920 	189672 	190369 	199094 
A,V12120,C_LTC,MIO_EUR,AT	: @C	: @C	: @C	: @C	44733 	45296 	45011 
A,V12120,C_LTC,MIO_EUR,BE	: @C	: @C	: @C	: @C	62740 	63628 	62910 
A,V12120,C_LTC,MIO_EUR,BG	8171 	7288 	7578 	8128 	8433 	8986 	9223 
A,V12120,C_LTC,MIO_EUR,CH	: 	: @C	: @C	: @C	: @C	: @C	: @C
A,V12120,C_LTC,MIO_EUR,CY	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V12120,C_LTC,MIO_EUR,CZ	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V12120,C_LTC,MIO_EUR,DE	324344 	295145 	316487 	338719 	338694 	341241 	341771 
A,V12120,C_LTC,MIO_EUR,DK	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V12120,C_LTC,MIO_EUR,EE	3703 	2936 	3485 	3944 	4098 	4484 	4871 
A,V12120,C_LTC,MIO_EUR,EL	20524 	20117 	: @C	: @C	17241 	16676 	16452 
A,V12120,C_LTC,MIO_EUR,ES	158976 	138101 	141527 	147962 	143738 	142057 	145194 
A,V12120,C_LTC,MIO_EUR,EU27_2007	1763573 e	: @C	: @C	: @C	: 	: 	: 
A,V12120,C_LTC,MIO_EUR,EU27_2020	: 	: 	: 	: @C	: 	: 	: 
A,V12120,C_LTC,MIO_EUR,EU28	: 	: 	: 	: @C	: @C	1769383 e	1787611 p
A,V12120,C_LTC,MIO_EUR,FI	: @C	: @C	: @C	: @C	: @C	: b	33516 
A,V12120,C_LTC,MIO_EUR,FR	237584 	210637 	216181 	: @C	231764 	: @C	250125 
A,V12120,C_LTC,MIO_EUR,HR	: @C	: @C	: @C	: @C	7256 	: @C	: @C
A,V12120,C_LTC,MIO_EUR,HU	16349 	13461 	14078 	15087 	15788 	15917 	16082 
A,V12120,C_LTC,MIO_EUR,IE	: @C	: @C	: @C	: @C	: @C	: @C	: 
A,V12120,C_LTC,MIO_EUR,IT	: @C	259707 	275697 	292561 	282554 	281952 	285887 
A,V12120,C_LTC,MIO_EUR,LT	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V12120,C_LTC,MIO_EUR,LU	: @C	: @C	: @C	: @C	: b	: @C	: @C
A,V12120,C_LTC,MIO_EUR,LV	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V12120,C_LTC,MIO_EUR,MT	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V12120,C_LTC,MIO_EUR,NL	: @C	74487 	75751 	81740 	81714 	84829 	85571 
A,V12120,C_LTC,MIO_EUR,NO	: @C	: @C	: @C	28548 	29651 	28892 	29320 
A,V12120,C_LTC,MIO_EUR,PL	79166 	64977 	71697 	78485 	82021 	84767 	87655 
A,V12120,C_LTC,MIO_EUR,PT	: @C	28016 	29612 	31009 	30916 	31965 b	33213 
A,V12120,C_LTC,MIO_EUR,RO	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V12120,C_LTC,MIO_EUR,SE	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V12120,C_LTC,MIO_EUR,SI	5824 	4820 	4918 	5118 	4871 	4776 	4998 
A,V12120,C_LTC,MIO_EUR,SK	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V12120,C_LTC,MIO_EUR,TR	: 	81005 	: 	: 	: 	: 	: 
A,V12120,C_LTC,MIO_EUR,UK	: @C	: @C	168252 	: @C	: @C	: @C	: @C
A,V12120,C_LTC_M,MIO_EUR,AT	: @C	: @C	: @C	: @C	54162 	52221 	52240 
A,V12120,C_LTC_M,MIO_EUR,BE	: @C	72176 	87970 	108141 	107608 	102397 	96987 
A,V12120,C_LTC_M,MIO_EUR,BG	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V12120,C_LTC_M,MIO_EUR,CH	: 	: @C	: @C	: @C	: @C	: @C	: @C
A,V12120,C_LTC_M,MIO_EUR,CY	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V12120,C_LTC_M,MIO_EUR,CZ	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V12120,C_LTC_M,MIO_EUR,DE	480323 	373083 	430018 	496380 	492678 	482835 	479946 
A,V12120,C_LTC_M,MIO_EUR,DK	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V12120,C_LTC_M,MIO_EUR,EE	2216 	1424 	1786 	2268 	2222 	2353 	2493 
A,V12120,C_LTC_M,MIO_EUR,EL	30256 	22770 	26874 	: @C	29496 	28020 	28508 
A,V12120,C_LTC_M,MIO_EUR,ES	182136 	122277 	139039 	149888 	145675 	137332 	136681 
A,V12120,C_LTC_M,MIO_EUR,EU27_2007	2040990 e	1504392 e	1742230 e	: @C	: 	: 	: 
A,V12120,C_LTC_M,MIO_EUR,EU27_2020	: 	: 	: 	: @C	: 	: 	: 
A,V12120,C_LTC_M,MIO_EUR,EU28	: 	: 	: 	: @C	: @C	1894542 e	1871003 p
A,V12120,C_LTC_M,MIO_EUR,FI	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V12120,C_LTC_M,MIO_EUR,FR	251604 	200850 	225044 	: @C	236234 	215282 	213490 
A,V12120,C_LTC_M,MIO_EUR,HR	: @C	: @C	: @C	: @C	3870 	: @C	: @C
A,V12120,C_LTC_M,MIO_EUR,HU	22416 	15824 	18796 	21752 	21098 	20437 	20787 
A,V12120,C_LTC_M,MIO_EUR,IE	: @C	: @C	: @C	: @C	: @C	: @C	: 
A,V12120,C_LTC_M,MIO_EUR,IT	319643 	221714 	266172 	284082 	277164 	262530 	248607 
A,V12120,C_LTC_M,MIO_EUR,LT	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V12120,C_LTC_M,MIO_EUR,LU	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V12120,C_LTC_M,MIO_EUR,LV	: @C	1166 	1440 	1763 	2114 	: @C	1572 
A,V12120,C_LTC_M,MIO_EUR,MT	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V12120,C_LTC_M,MIO_EUR,NL	: @C	68431 	77201 	89853 	93702 	86711 	84543 
A,V12120,C_LTC_M,MIO_EUR,NO	: @C	: @C	20897 	: @C	: @C	22630 	: @C
A,V12120,C_LTC_M,MIO_EUR,PL	79009 	55951 	71295 	85611 	88372 	85422 	89041 
A,V12120,C_LTC_M,MIO_EUR,PT	: @C	22130 	24945 	26473 	26129 	25238 b	24706 
A,V12120,C_LTC_M,MIO_EUR,RO	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V12120,C_LTC_M,MIO_EUR,SE	44166 	31013 	: @C	: @C	: @C	: @C	: @C
A,V12120,C_LTC_M,MIO_EUR,SI	7630 	: @C	: @C	: @C	6922 	7163 	: @C
A,V12120,C_LTC_M,MIO_EUR,SK	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V12120,C_LTC_M,MIO_EUR,TR	: 	59684 	: 	: 	: 	: 	: 
A,V12120,C_LTC_M,MIO_EUR,UK	177951 	129780 	150009 	160285 	183561 	170541 	175219 
A,V12120,HTC,MIO_EUR,AT	19796 	19144 	19058 	20733 	20756 	22447 	23285 
A,V12120,HTC,MIO_EUR,BE	: @C	41540 	: @C	: @C	47386 	50418 	52485 
A,V12120,HTC,MIO_EUR,BG	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V12120,HTC,MIO_EUR,CH	: 	: @C	: @C	: @C	: @C	: @C	: @C
A,V12120,HTC,MIO_EUR,CY	1126 	1089 	: @C	: @C	: @C	: @C	: @C
A,V12120,HTC,MIO_EUR,CZ	24380 p	21531 	23694 	23769 	24530 	22800 	22822 
A,V12120,HTC,MIO_EUR,DE	263287 	239675 	243659 	262742 	266652 	280619 	290862 
A,V12120,HTC,MIO_EUR,DK	28468 	28443 	29246 	29878 	31499 	31257 	34193 
A,V12120,HTC,MIO_EUR,EE	1579 	: @C	2094 	2945 	3096 	3174 	3309 
A,V12120,HTC,MIO_EUR,EL	13581 	12067 	: @C	8199 	8087 	7623 	6934 
A,V12120,HTC,MIO_EUR,ES	81799 	76186 	75905 	73907 	71339 	69842 	69678 
A,V12120,HTC,MIO_EUR,EU27_2007	1412242 e	: @C	: @C	: @C	: 	: 	: 
A,V12120,HTC,MIO_EUR,EU27_2020	: 	: 	: 	: @C	: 	: 	: 
A,V12120,HTC,MIO_EUR,EU28	: 	: 	: 	: @C	: @C	: 	: 
A,V12120,HTC,MIO_EUR,FI	: @C	: @C	29569 	: @C	: @C	: b	26104 
A,V12120,HTC,MIO_EUR,FR	: @C	204573 	214399 	217707 	219608 	215308 	221656 
A,V12120,HTC,MIO_EUR,HR	: @C	: @C	: @C	3952 	3799 	3995 	3970 
A,V12120,HTC,MIO_EUR,HU	25218 	21794 	24787 	24796 	21613 	19644 	19468 
A,V12120,HTC,MIO_EUR,IE	: @C	: @C	: @C	: @C	: @C	: 	: 
A,V12120,HTC,MIO_EUR,IT	153671 	145917 	155229 	153375 	150591 	146718 	142116 
A,V12120,HTC,MIO_EUR,LT	1710 	1528 	1559 	1500 	1541 	1596 	1768 
A,V12120,HTC,MIO_EUR,LU	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V12120,HTC,MIO_EUR,LV	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V12120,HTC,MIO_EUR,MT	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V12120,HTC,MIO_EUR,NL	: @C	59657 	60863 	61900 	62770 	61208 	85394 
A,V12120,HTC,MIO_EUR,NO	: @C	: @C	: @C	: @C	: @C	26491 	: @C
A,V12120,HTC,MIO_EUR,PL	: @C	27148 	33711 	33099 	33367 	33862 	34594 
A,V12120,HTC,MIO_EUR,PT	15116 	14454 	14603 	13675 	12988 	12701 b	12440 
A,V12120,HTC,MIO_EUR,RO	10683 p	9716 p	10819 	10753 	9929 	10172 	11024 
A,V12120,HTC,MIO_EUR,SE	: @C	: @C	: @C	: @C	61697 	: @C	: @C
A,V12120,HTC,MIO_EUR,SI	4489 	4212 	4465 	4611 	4766 	4883 	4987 
A,V12120,HTC,MIO_EUR,SK	9913 	: @C	10736 b	10618 	10805 	10347 	10692 
A,V12120,HTC,MIO_EUR,TR	: 	23139 	: 	: 	: 	: 	: 
A,V12120,HTC,MIO_EUR,UK	249559 	214110 	237881 	244808 	255898 	251887 	275255 
A,V12120,KIS_HTC,MIO_EUR,AT	12226 	11920 	11702 	12759 	12951 	14015 	14468 
A,V12120,KIS_HTC,MIO_EUR,BE	: @C	28122 	29133 	31451 	32691 	32024 	33931 
A,V12120,KIS_HTC,MIO_EUR,BG	2967 	2993 	3061 	3344 	3339 	3475 	3571 
A,V12120,KIS_HTC,MIO_EUR,CH	: 	: @C	: @C	: @C	: @C	: @C	: @C
A,V12120,KIS_HTC,MIO_EUR,CY	940 	912 	975 	1033 	1039 	1012 	1030 
A,V12120,KIS_HTC,MIO_EUR,CZ	12157 p	11480 	12044 	12494 	11993 	11516 	11127 
A,V12120,KIS_HTC,MIO_EUR,DE	149721 	149997 	145154 	157049 	162957 	172271 	180334 
A,V12120,KIS_HTC,MIO_EUR,DK	18180 	18361 	17902 	17477 	17764 	17469 	18406 
A,V12120,KIS_HTC,MIO_EUR,EE	1138 	: @C	1160 	1262 	1326 	1380 	1473 
A,V12120,KIS_HTC,MIO_EUR,EL	11892 	10405 	8428 	6953 	6771 	5775 	5555 
A,V12120,KIS_HTC,MIO_EUR,ES	60565 	58040 	57499 	57241 	54974 	53590 	53443 
A,V12120,KIS_HTC,MIO_EUR,EU27_2007	926763 e	: @C	: @C	: @C	: 	: 	: 
A,V12120,KIS_HTC,MIO_EUR,EU27_2020	: 	: 	: 	: @C	: 	: 	: 
A,V12120,KIS_HTC,MIO_EUR,EU28	: 	: 	: 	: @C	: @C	: @C	: 
A,V12120,KIS_HTC,MIO_EUR,FI	: @C	: @C	12915 	: @C	: @C	: b	15102 
A,V12120,KIS_HTC,MIO_EUR,FR	: @C	149100 	156157 	161813 	163188 	155878 	160988 
A,V12120,KIS_HTC,MIO_EUR,HR	: @C	: @C	: @C	3153 	3007 	2974 	2919 
A,V12120,KIS_HTC,MIO_EUR,HU	6801 	6829 	6763 	7021 	7061 	7148 	7432 
A,V12120,KIS_HTC,MIO_EUR,IE	: @C	: @C	: @C	: @C	: @C	: 	: 
A,V12120,KIS_HTC,MIO_EUR,IT	104571 	102907 	107367 	106826 	105736 	101530 	99232 
A,V12120,KIS_HTC,MIO_EUR,LT	1437 	1300 	1249 	1203 	1257 	1291 	1410 
A,V12120,KIS_HTC,MIO_EUR,LU	: @C	: @C	: @C	: @C	: b	: @C	: @C
A,V12120,KIS_HTC,MIO_EUR,LV	1297 	1129 	1149 	1201 	1373 	1440 	1424 
A,V12120,KIS_HTC,MIO_EUR,MT	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V12120,KIS_HTC,MIO_EUR,NL	47299 	46850 	46085 	47088 	47463 	47772 	51622 
A,V12120,KIS_HTC,MIO_EUR,NO	17305 	16364 	18946 	20659 	22272 	22662 	22100 
A,V12120,KIS_HTC,MIO_EUR,PL	: @C	17761 	20544 	21671 	22275 	22972 	22894 
